Date,Tournament,Court Type,Player1,Player1_Rank,Player1_RankingPoints,Player2,Player2_Rank,Player2_RankingPoints,Best of Sets,ScoreProgression_Games,ScoreProgression_Sets
2024-02-29,Dubai,hardcourt-outdoor,"Hurkacz, Hubert",9,3730,"Humbert, Ugo",15,2455,3,"[[[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [3, 6]]]","[[1, 0], [1, 1], [1, 2]]"
2024-02-29,Santiago,red-clay,"Darderi, Luciano",54,918,"Cerundolo, Juan Manuel",167,359,3,"[[[0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [6, 3]]]","[[1, 0], [1, 1], [2, 1]]"
2024-02-29,Santiago,red-clay,"Munar Clar, Jaume",68,805,"Ramos Vinolas, Albert",104,595,3,"[[[0, 1], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [6, 3]], [[1, 0], [2, 0], [3, 0], [4, 0], [4, 1], [5, 1], [6, 1]]]","[[1, 0], [2, 0]]"
2024-02-29,Santiago,red-clay,"Varillas, Juan Pablo",110,572,"Baez, Sebastian",19,1960,3,"[[[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4]], [[0, 1], [0, 2], [1, 2], [1, 3], [1, 4], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 5], [2, 6]]]","[[1, 0], [1, 1], [1, 2]]"
2024-02-29,Santiago,red-clay,"Tabilo, Alejandro",32,1320,"Vera, Marcelo Tomas Barrios",154,393,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [6, 5], [7, 5]]]","[[1, 0], [2, 0]]"
2024-02-28,Acapulco,hardcourt-outdoor,"Tiafoe, Francis",25,1650,"Purcell, Max",84,710,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [6, 3]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0]]]","[[0, 1], [1, 1], [2, 1]]"
2024-02-28,Acapulco,hardcourt-outdoor,"Safiullin, Roman",39,1138,"Tsitsipas, Stefanos",8,3860,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]"
2024-02-28,Acapulco,hardcourt-outdoor,"Atmane, Terence",137,463,"Koepfer, Dominik",52,932,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]], [[0, 1], [0, 2], [0, 3], [0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4]], [[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6]]]","[[0, 1], [1, 1], [1, 2]]"
2024-02-28,Santiago,red-clay,"Bagnis, Facundo",119,541,"Darderi, Luciano",54,918,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]]]","[[0, 1], [1, 1], [1, 2]]"
2024-02-28,Acapulco,hardcourt-outdoor,"Mmoh, Michael",116,557,"Rune, Holger V. N.",12,3250,3,"[[[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[0, 1], [0, 2]]"
2024-02-28,Acapulco,hardcourt-outdoor,"Ruud, Casper",7,4535,"Eubanks, Christopher",43,1053,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [6, 3]]]","[[1, 0], [1, 1], [2, 1]]"
2024-02-28,Acapulco,hardcourt-outdoor,"Kovacevic, Aleksandar",89,668,"Thompson, Jordan",35,1191,3,"[[[0, 1], [0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [5, 7]], [[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]]]","[[1, 0], [1, 1], [2, 1]]"
2024-02-28,Acapulco,hardcourt-outdoor,"Zverev, Alexander",5,5435,"Altmaier, Daniel",78,733,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[0, 1], [1, 1], [1, 2]]"
2024-02-28,Dubai,hardcourt-outdoor,"Cazaux, Arthur",75,740,"Rublev, Andrey",6,4740,3,"[[[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]"
2024-02-28,Dubai,hardcourt-outdoor,"Bublik, Alexander",17,2055,"Griekspoor, Tallon",26,1595,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]]]","[[1, 0], [2, 0]]"
2024-02-28,Dubai,hardcourt-outdoor,"Murray, Andy",77,735,"Humbert, Ugo",15,2455,3,"[[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 5], [2, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]"
2024-02-28,Dubai,hardcourt-outdoor,"Lehecka, Jiri",23,1695,"Khachanov, Karen",18,2000,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]], [[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4]]]","[[0, 1], [1, 1], [2, 1]]"
2024-02-28,Dubai,hardcourt-outdoor,"Medvedev, Daniil",4,7195,"Sonego, Lorenzo",47,996,3,"[[[0, 1], [0, 2], [0, 3], [1, 3], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [6, 3]]]","[[0, 1], [1, 1], [2, 1]]"
2024-02-28,Dubai,hardcourt-outdoor,"Van De Zandschulp, Botic",112,565,"Korda, Sebastian",27,1525,3,"[[[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]], [[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6]]]","[[0, 1], [0, 2]]"
2024-02-28,Santiago,red-clay,"Diaz Acosta, Facundo",48,983,"Martinez, Pedro",51,937,3,"[[[1, 0], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[0, 1], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 5], [1, 6]]]","[[0, 1], [1, 1], [1, 2]]"
2024-02-28,Dubai,hardcourt-outdoor,"Hurkacz, Hubert",9,3730,"O'Connell, Christopher",66,807,5,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [4, 3], [5, 3], [5, 4], [6, 4]]]","[[1, 0], [2, 0], [3, 0], [4, 0]]"
2024-02-28,Santiago,red-clay,"Tirante, Thiago Agustin",103,596,"Moutet, Corentin",83,715,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [2, 0], [3, 0], [3, 1], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6]]]","[[0, 1], [1, 1], [1, 2]]"
2024-02-28,Santiago,red-clay,"Wild, Thiago Seyboth",61,839,"Fils, Arthur",34,1251,3,"[[[0, 1], [0, 2], [1, 2], [2, 2], [2, 3], [2, 4], [3, 4], [3, 5], [3, 6]], [[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[0, 1], [0, 2]]"
2024-02-28,Santiago,red-clay,"Jarry, Nicolas",24,1675,"Coria, Federico",74,745,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2]]]","[[1, 0], [2, 0]]"
2024-02-27,Acapulco,hardcourt-outdoor,"Evans, Daniel",67,806,"Shelton, Ben",14,2460,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [5, 7]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [6, 5], [6, 6], [6, 7]]]","[[1, 0], [1, 1], [1, 2]]"
2024-02-27,Acapulco,hardcourt-outdoor,"Draper, Jack",40,1136,"Paul, Tommy",16,2300,3,"[[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]"
2024-02-27,Acapulco,hardcourt-outdoor,"Kecmanovic, Miomir",58,850,"Schwartzman, Diego S.",142,439,3,"[[[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [4, 4], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3]], [[1, 0], [2, 0], [3, 0], [4, 0], [4, 1], [5, 1], [6, 1]]]","[[0, 1], [1, 1], [2, 1]]"
2024-02-27,Santiago,red-clay,"Moutet, Corentin",83,715,"Carballes Baena, Roberto",62,826,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [6, 3]], [[0, 1], [0, 2], [0, 3], [1, 3], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [5, 7]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [5, 2], [6, 2]]]","[[1, 0], [1, 1], [2, 1]]"
2024-02-27,Acapulco,hardcourt-outdoor,"Escobedo, Ernesto",473,90,"Ofner, Sebastian",46,1036,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [4, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]]]","[[1, 0], [1, 1], [1, 2]]"
2024-02-27,Acapulco,hardcourt-outdoor,"Borges, Nuno",53,931,"Nishioka, Yoshihito",80,721,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6]], [[0, 1], [0, 2], [0, 3], [1, 3], [2, 3], [2, 4], [3, 4], [4, 4], [4, 5], [4, 6]]]","[[1, 0], [1, 1], [1, 2]]"
2024-02-27,Acapulco,hardcourt-outdoor,"Minaur, Alex De",11,3435,"Daniel, Taro",82,715,3,"[[[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [6, 2]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [5, 1], [6, 1]]]","[[1, 0], [2, 0]]"
2024-02-27,Acapulco,hardcourt-outdoor,"Arnaldi, Matteo",37,1160,"Fritz, Taylor",13,2870,3,"[[[1, 0], [1, 1], [1, 2], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [3, 4], [3, 5], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]]]","[[1, 0], [1, 1], [2, 1]]"
2024-02-27,Acapulco,hardcourt-outdoor,"Auger Aliassime, Felix",20,1880,"Cobolli, Flavio",57,868,3,"[[[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [5, 2], [6, 2]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6]]]","[[1, 0], [1, 1], [1, 2]]"
2024-02-27,Dubai,hardcourt-outdoor,"Monfils, Gael",38,1145,"Humbert, Ugo",15,2455,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]], [[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [3, 6]]]","[[1, 0], [1, 1], [1, 2]]"
2024-02-27,Dubai,hardcourt-outdoor,"Marozsan, Fabian",36,1179,"Davidovich Fokina, Alejandro",33,1315,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6]], [[0, 1], [1, 1], [2, 1], [2, 2], [2, 3], [3, 3], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [1, 5], [1, 6]]]","[[0, 1], [1, 1], [1, 2]]"
2024-02-27,Dubai,hardcourt-outdoor,"Lehecka, Jiri",23,1695,"Fucsovics, Marton",50,957,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [2, 0], [3, 0], [3, 1], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [7, 5]]]","[[1, 0], [1, 1], [2, 1]]"
2024-02-27,Dubai,hardcourt-outdoor,"Musetti, Lorenzo",29,1405,"Cazaux, Arthur",75,740,3,"[[[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [4, 4], [4, 5], [4, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]]]","[[0, 1], [0, 2]]"
2024-02-27,Dubai,hardcourt-outdoor,"Van Assche, Luca",97,628,"Khachanov, Karen",18,2000,3,"[[[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6]], [[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6]]]","[[0, 1], [0, 2]]"
2024-02-27,Dubai,hardcourt-outdoor,"Marterer, Maximilian",98,616,"O'Connell, Christopher",66,807,3,"[[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 5], [2, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]"
2024-02-27,Dubai,hardcourt-outdoor,"Mensik, Jakub",65,809,"Coric, Borna",55,914,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [5, 5], [5, 6], [6, 6], [7, 6]]]","[[0, 1], [1, 1], [2, 1]]"
2024-02-27,Dubai,hardcourt-outdoor,"Medvedev, Daniil",4,7195,"Shevchenko, Alexander",60,848,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [6, 3]], [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5]]]","[[1, 0], [2, 0]]"
2024-02-27,Dubai,hardcourt-outdoor,"Nagal, Sumit",93,648,"Sonego, Lorenzo",47,996,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [7, 5]], [[0, 1], [0, 2], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]]]","[[0, 1], [1, 1], [1, 2]]"
2024-02-27,Santiago,red-clay,"Munar Clar, Jaume",68,805,"Zapata Miralles, Bernabe",178,340,3,"[[[0, 1], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]]","[[1, 0], [2, 0]]"
2024-02-27,Santiago,red-clay,"Wild, Thiago Seyboth",61,839,"Burruchaga, Roman Andres",149,416,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[1, 0], [2, 0], [3, 0], [3, 1], [3, 2], [3, 3], [4, 3], [5, 3], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]"
2024-02-27,Santiago,red-clay,"Cerundolo, Juan Manuel",167,359,"Hanfmann, Yannick",59,848,3,"[[[0, 1], [0, 2], [0, 3], [1, 3], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [6, 3]], [[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [4, 4], [4, 5], [5, 5], [6, 5], [7, 5]]]","[[0, 1], [1, 1], [2, 1]]"
2024-02-27,Santiago,red-clay,"Ramos Vinolas, Albert",104,595,"Dellien, Hugo",163,366,3,"[[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [5, 1], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [5, 2], [6, 2]]]","[[1, 0], [2, 0]]"
2024-02-27,Santiago,red-clay,"Tirante, Thiago Agustin",103,596,"Fonseca, Joao",226,267,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [6, 5], [7, 5]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]]]","[[1, 0], [2, 0]]"
2024-02-27,Santiago,red-clay,"Comesana, Francisco",91,651,"Varillas, Juan Pablo",110,572,3,"[[[0, 1], [0, 2], [1, 2], [1, 3], [1, 4], [1, 5], [2, 5], [2, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [6, 3]], [[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [1, 5], [1, 6]]]","[[0, 1], [1, 1], [1, 2]]"
2024-02-27,Santiago,red-clay,"Garin, Christian",100,608,"Vera, Marcelo Tomas Barrios",154,393,3,"[[[0, 1], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [5, 6], [5, 7]]]","[[0, 1], [0, 2]]"
2024-02-26,"Acapulco, Qualifying",hardcourt-outdoor,"Cobolli, Flavio",57,868,"Lestienne, Constant",88,669,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [6, 5], [7, 5]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0]]]","[[1, 0], [1, 1], [2, 1]]"
2024-02-26,"Acapulco, Qualifying",hardcourt-outdoor,"Atmane, Terence",137,463,"Svajda, Zachary",122,518,3,"[[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [6, 3]], [[1, 0], [2, 0], [2, 1], [3, 1], [4, 1], [5, 1], [5, 2], [5, 3], [6, 3]]]","[[0, 1], [1, 1], [2, 1]]"
2024-02-26,"Acapulco, Qualifying",hardcourt-outdoor,"Hijikata, Rinky",79,724,"Kovacevic, Aleksandar",89,668,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]]]","[[1, 0], [1, 1], [1, 2]]"
2024-02-26,"Acapulco, Qualifying",hardcourt-outdoor,"Nishioka, Yoshihito",80,721,"Mmoh, Michael",116,557,3,"[[[0, 1], [0, 2], [1, 2], [1, 3], [1, 4], [1, 5], [2, 5], [2, 6]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [5, 1], [6, 1]], [[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6]]]","[[0, 1], [1, 1], [1, 2]]"
2024-02-26,Dubai,hardcourt-outdoor,"Kotov, Pavel",63,819,"Korda, Sebastian",27,1525,3,"[[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6]], [[1, 0], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6]]]","[[0, 1], [0, 2]]"
2024-02-26,Dubai,hardcourt-outdoor,"Mannarino, Adrian",21,1875,"Van De Zandschulp, Botic",112,565,3,"[[[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [5, 6], [6, 6], [6, 7]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [5, 7]]]","[[0, 1], [0, 2]]"
2024-02-26,Dubai,hardcourt-outdoor,"Shapovalov, Denis",126,505,"Murray, Andy",77,735,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [3, 6]]]","[[1, 0], [1, 1], [1, 2]]"
2024-02-26,Dubai,hardcourt-outdoor,"Bublik, Alexander",17,2055,"Machac, Tomas",45,1036,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [6, 5], [6, 6], [7, 6]]]","[[0, 1], [1, 1], [2, 1]]"
2024-02-26,Dubai,hardcourt-outdoor,"Zhang, Zhizhen",56,868,"Rublev, Andrey",6,4740,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [2, 5], [2, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[1, 0], [1, 1], [1, 2]]"
