Date,Tournament,Court Type,Player1,Player1_Rank,Player1_RankingPoints,Player2,Player2_Rank,Player2_RankingPoints,Best of Sets,ScoreProgression_Games,ScoreProgression_Sets,Player1_Aces,Player1_BreakpointsWon,Player1_DoubleFaults,Player1_FirstServePointsWon,Player1_FirstServeSuccessful,Player1_MaxPointsInARow,Player1_PointsWon,Player1_SecondServePointsWon,Player1_SecondServeSuccessful,Player1_ServiceGamesWon,Player1_ServicePointsLost,Player1_ServicePointsWon,Player1_TiebreaksWon,Player1_TotalBreakpoints,Player1_GamesWon,Player1_MaxGamesInARow,Player2_Aces,Player2_BreakpointsWon,Player2_DoubleFaults,Player2_FirstServePointsWon,Player2_FirstServeSuccessful,Player2_MaxPointsInARow,Player2_PointsWon,Player2_SecondServePointsWon,Player2_SecondServeSuccessful,Player2_ServiceGamesWon,Player2_ServicePointsLost,Player2_ServicePointsWon,Player2_TiebreaksWon,Player2_TotalBreakpoints,Player2_GamesWon,Player2_MaxGamesInARow
2023-01-12,"Australian Open, Qualifying",hardcourt-outdoor,"Kotov, Pavel",63,819,"Escobedo, Ernesto",473,90,3,"[[[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [1, 5], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [5, 5], [6, 5], [6, 6], [6, 7]]]","[[0, 1], [0, 2]]",6,2,1,34,50,6,71,7,17,7,27,41,0,7,9,3,1,3,2,39,56,7,78,12,23,9,30,51,1,5,13,3
2023-01-12,"Australian Open, Qualifying",hardcourt-outdoor,"Kudla, Denis",161,370,"Krutykh, Oleksii",432,104,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [6, 3]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[1, 0], [1, 1], [1, 2]]",9,2,1,36,51,5,78,19,30,12,27,55,0,4,14,3,12,2,2,37,49,9,84,20,29,13,23,57,0,5,15,3
2023-01-12,Auckland,hardcourt-outdoor,"Giron, Marcos",49,980,"Norrie, Cameron",30,1350,3,"[[[0, 1], [0, 2], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]], [[1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [2, 5], [2, 6]]]","[[0, 1], [1, 1], [1, 2]]",6,1,0,29,53,7,74,14,26,8,37,43,1,6,10,3,5,6,4,45,64,9,94,12,22,12,31,57,0,7,18,4
2023-01-12,"Australian Open, Qualifying",hardcourt-outdoor,"Gojowczyk, Peter",456,96,"Hanfmann, Yannick",59,848,3,"[[[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [2, 4], [2, 5], [2, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6]]]","[[0, 1], [0, 2]]",2,0,6,19,35,4,48,8,15,4,29,27,0,1,4,1,7,4,2,31,45,7,71,11,16,8,21,42,0,7,12,5
2023-01-12,"Australian Open, Qualifying",hardcourt-outdoor,"Stricker, Dominic Stephan",141,443,"Couacaud, Enzo",213,288,3,"[[[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]]]","[[0, 1], [0, 2]]",6,2,2,56,87,4,80,4,10,10,39,60,0,4,12,3,5,2,0,53,66,8,98,6,13,10,20,59,2,6,14,3
2023-01-12,"Australian Open, Qualifying",hardcourt-outdoor,"Mmoh, Michael",116,557,"Vukic, Aleksandar",70,792,3,"[[[1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [4, 6]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [5, 7]]]","[[0, 1], [0, 2]]",5,2,6,28,42,7,67,12,20,7,28,40,0,8,9,3,10,4,1,31,41,7,75,16,32,9,27,47,0,9,13,3
2023-01-12,Adelaide 2,hardcourt-outdoor,"Ymer, Mikael",301,177,"Kwon, Soon Woo",487,85,3,"[[[0, 1], [0, 2], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6]]]","[[0, 1], [0, 2]]",1,1,3,11,35,3,27,1,2,2,28,12,0,5,3,1,5,6,2,30,42,11,59,1,2,6,15,31,0,7,12,4
2023-01-12,Auckland,hardcourt-outdoor,"Halys, Quentin",188,321,"Brooksby, Jenson",466,90,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]]]","[[0, 1], [0, 2]]",13,2,3,34,44,5,76,15,28,10,26,49,0,5,12,2,2,2,2,39,54,5,81,16,26,10,27,55,2,3,14,3
2023-01-12,"Australian Open, Qualifying",hardcourt-outdoor,"Struff, Jan-Lennard",41,1120,"Schoolkate, Tristan",187,322,3,"[[[0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",9,4,1,24,29,8,63,10,13,8,9,34,0,6,12,7,4,0,12,24,33,4,40,7,15,5,29,31,0,2,5,1
2023-01-12,"Australian Open, Qualifying",hardcourt-outdoor,"Varillas, Juan Pablo",110,572,"Watanuki, Yosuke",153,403,3,"[[[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]",4,0,0,30,36,5,48,5,17,7,18,35,0,1,7,1,17,2,2,30,35,5,60,12,18,10,13,42,0,4,12,3
2023-01-12,Adelaide 2,hardcourt-outdoor,"Bautista-Agut, Roberto",85,703,"Davidovich Fokina, Alejandro",33,1315,3,"[[[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [6, 3]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2]]]","[[1, 0], [2, 0]]",6,4,0,33,40,7,65,0,2,8,9,33,0,11,12,4,2,0,3,28,51,4,43,6,12,5,32,34,0,0,5,1
2023-01-12,"Australian Open, Qualifying",hardcourt-outdoor,"Shang, Juncheng",105,590,"Piros, Zsombor",156,390,3,"[[[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[1, 0], [2, 0], [3, 0], [4, 0], [4, 1], [5, 1], [5, 2], [5, 3], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",1,3,0,40,58,7,63,1,4,9,21,41,0,6,12,5,0,1,0,30,52,6,54,3,3,6,22,33,0,4,7,3
2023-01-12,"Australian Open, Qualifying",hardcourt-outdoor,"Nava, Emilio",124,511,"Jarry, Nicolas",24,1675,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[0, 1], [0, 2]]",4,0,2,33,43,5,57,10,17,9,19,43,0,1,9,1,2,1,1,34,42,5,69,16,21,11,14,50,1,1,13,5
2023-01-12,Auckland,hardcourt-outdoor,"Gasquet, Richard",113,565,"Goffin, David",114,562,3,"[[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [5, 1], [6, 1]], [[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]]","[[0, 1], [1, 1], [2, 1]]",6,6,3,27,39,11,71,9,19,7,25,36,0,13,13,5,8,4,2,23,39,8,54,6,23,4,35,29,0,4,8,6
2023-01-12,Adelaide 2,hardcourt-outdoor,"Kokkinakis, Thanasi",94,647,"Kecmanovic, Miomir",58,850,3,"[[[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [5, 1], [6, 1]]]","[[1, 0], [1, 1], [2, 1]]",22,3,3,48,56,7,100,18,25,15,18,66,0,10,18,3,3,0,3,42,56,6,77,17,34,10,34,59,1,2,11,1
2023-01-12,Auckland,hardcourt-outdoor,"Djere, Laslo",44,1050,"Lestienne, Constant",88,669,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [5, 2], [6, 2]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [4, 3], [5, 3], [5, 4], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [5, 5], [5, 6], [5, 7]]]","[[1, 0], [1, 1], [1, 2]]",8,4,3,46,61,7,113,22,45,13,41,68,0,18,17,3,5,3,1,58,82,7,114,15,35,12,45,73,1,5,16,3
2023-01-11,Auckland,hardcourt-outdoor,"Lehecka, Jiri",23,1695,"Norrie, Cameron",30,1350,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[0, 1], [1, 1], [1, 2]]",6,1,0,48,69,6,92,15,33,12,39,63,1,4,14,2,4,3,1,45,67,9,108,24,30,15,29,69,0,11,18,4
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Riedi, Leandro",148,417,"Zeppieri, Giulio",144,427,3,"[[[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [0, 2], [0, 3], [1, 3], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]]]","[[0, 1], [1, 1], [2, 1]]",9,2,6,60,79,6,116,14,20,13,31,74,2,9,17,3,11,3,3,62,90,7,113,20,31,15,42,82,0,3,18,3
2023-01-11,Adelaide 2,hardcourt-outdoor,"Millman, John",484,85,"Davidovich Fokina, Alejandro",33,1315,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [3, 5], [3, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[0, 1], [0, 2]]",1,1,3,28,46,6,42,0,3,5,24,28,0,3,6,1,4,4,1,36,49,9,63,3,3,8,14,39,0,10,12,4
2023-01-11,Adelaide 2,hardcourt-outdoor,"Paul, Tommy",16,2300,"Draper, Jack",40,1136,3,"[[[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]",5,1,1,24,35,5,50,11,22,7,23,35,0,4,8,3,10,3,1,31,36,9,65,11,20,9,15,42,0,5,12,5
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Vera, Marcelo Tomas Barrios",154,393,"Bergs, Zizou",108,581,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]], [[0, 1], [0, 2], [1, 2], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6]]]","[[0, 1], [1, 1], [1, 2]]",3,2,3,50,84,13,80,5,8,10,40,55,0,5,12,3,9,4,2,43,64,7,88,5,7,11,25,48,0,14,15,3
2023-01-11,Auckland,hardcourt-outdoor,"Sousa, João",291,189,"Gasquet, Richard",113,565,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6]]]","[[0, 1], [0, 2]]",1,0,4,29,42,5,54,10,19,8,26,39,0,2,8,1,7,2,1,29,35,9,71,16,24,10,15,45,1,5,13,4
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Krutykh, Oleksii",432,104,"Mager, Gianluca",266,216,3,"[[[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [5, 2], [6, 2]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]]]","[[1, 0], [2, 0]]",12,2,1,44,53,6,74,1,1,10,10,45,1,4,13,3,4,0,7,46,67,4,56,0,1,8,29,46,0,0,8,1
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Rodionov, Jurij",133,487,"Andreev, Adrian",237,254,3,"[[[0, 1], [0, 2], [0, 3], [0, 4], [1, 4], [1, 5], [2, 5], [3, 5], [4, 5], [4, 6]], [[0, 1], [0, 2], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]]]","[[0, 1], [0, 2]]",2,1,1,19,35,4,41,8,22,4,31,27,0,5,5,3,11,4,0,27,35,8,65,7,13,8,14,34,0,8,12,4
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Passaro, Francesco",240,248,"Bellucci, Mattia",176,343,3,"[[[1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [3, 3], [4, 3], [4, 4], [4, 5], [5, 5], [6, 5], [6, 6], [6, 7]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[0, 1], [0, 2]]",5,3,3,28,49,7,66,12,23,6,35,40,0,11,9,2,7,4,4,34,48,9,79,10,18,8,26,44,1,11,13,3
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Darderi, Luciano",54,918,"Sweeny, Dane",224,270,3,"[[[0, 1], [1, 1], [2, 1], [2, 2], [2, 3], [3, 3], [4, 3], [4, 4], [4, 5], [5, 5], [6, 5], [7, 5]], [[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 5], [1, 6]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [5, 1], [6, 1]]]","[[1, 0], [1, 1], [2, 1]]",4,6,0,38,68,5,85,2,7,8,35,40,0,10,14,3,2,5,4,43,82,6,79,1,3,7,45,44,0,9,12,5
2023-01-11,Adelaide 2,hardcourt-outdoor,"Huesler, Marc-Andrea",202,299,"Khachanov, Karen",18,2000,3,"[[[1, 0], [2, 0], [3, 0], [3, 1], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]",2,1,2,32,51,5,49,3,3,7,21,35,0,2,8,3,5,3,1,40,53,6,61,0,0,9,14,40,0,6,12,3
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Lokoli, Laurent",409,115,"Tu, Li",194,308,3,"[[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [5, 1], [6, 1]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [5, 2], [6, 2]]]","[[1, 0], [1, 1], [2, 1]]",4,4,4,55,81,6,113,19,26,14,37,74,0,11,18,5,8,0,2,51,82,6,98,10,16,9,39,61,1,8,10,1
2023-01-11,Auckland,hardcourt-outdoor,"Shelton, Ben",14,2460,"Halys, Quentin",188,321,3,"[[[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]], [[0, 1], [0, 2], [1, 2], [1, 3], [1, 4], [1, 5], [2, 5], [2, 6]]]","[[0, 1], [0, 2]]",8,0,7,23,35,6,37,8,12,5,23,31,0,0,5,1,10,3,2,30,32,7,59,6,8,9,6,36,0,7,12,3
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Tirante, Thiago Agustin",103,596,"Vukic, Aleksandar",70,792,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [3, 5], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [3, 5], [3, 6]]]","[[0, 1], [0, 2]]",3,1,6,35,52,5,59,11,16,8,28,46,0,1,9,2,8,3,0,31,37,6,70,11,18,9,13,42,1,7,13,3
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Noguchi, Rio",314,168,"Escobedo, Ernesto",473,90,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]",3,0,2,33,50,3,49,0,1,7,20,33,0,3,7,1,5,2,0,45,61,6,65,0,0,10,16,45,0,4,12,3
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Kudla, Denis",161,370,"Taberner, Carlos",316,167,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [6, 5], [7, 5]], [[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [6, 3]]]","[[1, 0], [2, 0]]",7,3,2,38,51,9,81,9,12,10,18,47,0,9,13,5,2,0,6,35,58,5,61,8,13,8,34,43,0,5,8,1
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Tabilo, Alejandro",32,1320,"Ofner, Sebastian",46,1036,3,"[[[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]]]","[[0, 1], [0, 2]]",7,1,3,37,59,8,71,5,8,9,28,42,0,5,10,3,17,2,5,47,69,6,82,7,9,10,29,54,1,5,13,3
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Kotov, Pavel",63,819,"Laaksonen, Henri",380,125,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[1, 0], [2, 0], [3, 0], [4, 0], [4, 1], [5, 1], [5, 2], [6, 2]]]","[[1, 0], [2, 0]]",4,2,5,33,40,6,67,11,20,10,21,44,1,3,13,5,6,0,1,26,35,5,61,14,27,8,23,40,0,0,8,1
2023-01-11,Adelaide 2,hardcourt-outdoor,"Mcdonald, Mackenzie",76,735,"Ymer, Mikael",301,177,3,"[[[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3]], [[1, 0], [2, 0], [3, 0], [3, 1], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[0, 1], [0, 2], [0, 3], [1, 3], [2, 3], [3, 3], [3, 4], [3, 5], [3, 6]]]","[[1, 0], [1, 1], [1, 2]]",5,6,6,38,66,10,114,16,28,9,46,54,0,20,15,8,4,5,8,63,97,7,122,13,31,10,60,76,1,16,16,5
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Mmoh, Michael",116,557,"Paire, Benoit",143,432,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]]]","[[1, 0], [2, 0]]",3,2,6,55,82,6,88,2,3,10,34,57,1,8,13,3,8,1,5,42,64,4,80,4,8,9,31,46,0,6,10,2
2023-01-11,Adelaide 2,hardcourt-outdoor,"Kwon, Soon Woo",487,85,"Carreno-Busta, Pablo",347,146,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4]], [[0, 1], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4]]]","[[0, 1], [1, 1], [2, 1]]",11,3,3,44,57,6,101,16,28,12,28,60,0,7,15,2,10,2,6,43,64,4,94,23,37,12,41,66,0,7,14,3
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Diaz Acosta, Facundo",48,983,"Hanfmann, Yannick",59,848,3,"[[[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [3, 5], [3, 6]], [[1, 0], [1, 1], [1, 2], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [5, 6], [5, 7]]]","[[1, 0], [1, 1], [1, 2]]",4,2,4,43,66,7,94,21,28,12,34,64,1,7,15,3,2,4,2,49,67,8,105,22,32,15,30,71,0,6,19,3
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Walton, Adam",111,572,"Gojowczyk, Peter",456,96,3,"[[[1, 0], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [5, 2], [6, 2]], [[1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6]], [[0, 1], [0, 2], [1, 2], [1, 3], [1, 4], [1, 5], [2, 5], [3, 5], [4, 5], [4, 6]]]","[[1, 0], [1, 1], [1, 2]]",6,5,4,32,51,7,74,10,25,7,38,42,0,11,12,5,7,6,6,35,56,8,81,8,13,8,32,43,0,11,14,8
2023-01-11,Adelaide 2,hardcourt-outdoor,"Bautista-Agut, Roberto",85,703,"Haase, Robin",488,83,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [6, 3]], [[1, 0], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [6, 3]]]","[[1, 0], [1, 1], [2, 1]]",10,3,2,47,69,7,95,16,26,12,27,56,0,13,15,3,6,2,1,35,75,5,86,12,22,10,39,59,0,5,12,3
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Jarry, Nicolas",24,1675,"Skatov, Timofey",247,237,3,"[[[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]], [[1, 0], [1, 1], [1, 2], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [7, 5]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [5, 1], [6, 1]]]","[[0, 1], [1, 1], [2, 1]]",13,4,1,49,66,10,95,5,9,13,22,54,0,8,17,5,2,2,1,52,89,8,79,5,8,10,41,57,0,2,12,2
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Stricker, Dominic Stephan",141,443,"Krueger, Mitchell",252,234,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]]]","[[1, 0], [2, 0]]",8,1,2,34,45,6,73,15,19,11,17,49,1,5,13,3,4,0,0,35,51,5,66,14,22,10,24,49,0,0,10,1
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Kukushkin, Mikhail",134,482,"Watanuki, Yosuke",153,403,3,"[[[0, 1], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4]], [[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[1, 0], [1, 1], [1, 2]]",4,3,1,62,103,6,107,18,32,12,56,80,0,6,15,3,9,3,3,45,59,7,118,17,27,13,27,62,1,10,17,3
2023-01-11,Auckland,hardcourt-outdoor,"Eubanks, Christopher",43,1053,"Goffin, David",114,562,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]",12,0,3,31,46,4,54,5,14,6,27,36,0,6,6,1,7,3,1,37,47,7,68,4,11,9,18,41,0,9,12,5
2023-01-11,"Australian Open, Qualifying",hardcourt-outdoor,"Schoolkate, Tristan",187,322,"Brancaccio, Raul",318,164,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [5, 2], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [6, 5], [7, 5]]]","[[0, 1], [1, 1], [2, 1]]",22,3,3,67,92,8,116,12,20,16,36,79,0,5,19,3,1,1,3,54,82,6,103,13,19,14,37,67,1,8,16,3
